CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Survey Date,Survey Type,Deficiency Prefix,Deficiency Category,Deficiency Tag Number,Deficiency Description,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency,Infection Control Inspection Deficiency,Citation under IDR,Citation under IIDR,Location,Processing Date,days_since_survey,severity_priority,Inspection Report
025020,DENALI CENTER,1510 19TH AVENUE,FAIRBANKS,AK,99701,2026-01-20,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"1510 19TH AVENUE,FAIRBANKS,AK,99701",2026-03-01,76,Serious,https://www.medicare.gov/care-compare/details/nursing-home/025020
055014,FAIRFIELD POST-ACUTE REHAB,1255 TRAVIS BLVD,FAIRFIELD,CA,94533,2026-01-09,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-01-26,1,Y,N,N,N,N,"1255 TRAVIS BLVD,FAIRFIELD,CA,94533",2026-03-01,87,Serious,https://www.medicare.gov/care-compare/details/nursing-home/055014
055052,CALIFORNIA POST-ACUTE CARE,3615 E. IMPERIAL HIWY,LYNWOOD,CA,90262,2026-01-06,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-01-13,1,N,Y,N,N,N,"3615 E. IMPERIAL HIWY,LYNWOOD,CA,90262",2026-03-01,90,Serious,https://www.medicare.gov/care-compare/details/nursing-home/055052
055136,BERKLEY WEST HEALTHCARE CENTER,1623 ARIZONA AVENUE,SANTA MONICA,CA,90404,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-06,1,Y,N,N,N,N,"1623 ARIZONA AVENUE,SANTA MONICA,CA,90404",2026-03-01,88,Minor,https://www.medicare.gov/care-compare/details/nursing-home/055136
055167,VERNON HEALTHCARE CENTER,1037 W. VERNON AVENUE,LOS ANGELES,CA,90037,2026-01-09,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-21,1,Y,N,N,N,N,"1037 W. VERNON AVENUE,LOS ANGELES,CA,90037",2026-03-01,87,Minor,https://www.medicare.gov/care-compare/details/nursing-home/055167
055213,RIALTO POST ACUTE CENTER,1471 S RIVERSIDE AVE,RIALTO,CA,92376,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-31,1,Y,N,N,N,N,"1471 S RIVERSIDE AVE,RIALTO,CA,92376",2026-03-01,88,Minor,https://www.medicare.gov/care-compare/details/nursing-home/055213
055240,WATSONVILLE NURSING CENTER,535 AUTO CENTER DRIVE,WATSONVILLE,CA,95076,2026-01-09,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-01,1,Y,N,N,N,N,"535 AUTO CENTER DRIVE,WATSONVILLE,CA,95076",2026-03-01,87,Serious,https://www.medicare.gov/care-compare/details/nursing-home/055240
055252,"ORANGE HEALTHCARE & WELLNESS CENTRE, LLC",920 WEST LA VETA STREET,ORANGE,CA,92868,2026-01-09,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-01,1,Y,N,N,N,N,"920 WEST LA VETA STREET,ORANGE,CA,92868",2026-03-01,87,Serious,https://www.medicare.gov/care-compare/details/nursing-home/055252
055474,WOODCREST POST ACUTE & REHABILITATION,8133 MAGNOLIA AVENUE,RIVERSIDE,CA,92504,2026-01-09,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-04,1,Y,N,N,N,N,"8133 MAGNOLIA AVENUE,RIVERSIDE,CA,92504",2026-03-01,87,Serious,https://www.medicare.gov/care-compare/details/nursing-home/055474
055539,ARTESIA CHRISTIAN HOME INC.,11614 E. 183RD ST,ARTESIA,CA,90701,2026-01-23,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2026-02-10,1,Y,N,N,N,N,"11614 E. 183RD ST,ARTESIA,CA,90701",2026-03-01,73,Serious,https://www.medicare.gov/care-compare/details/nursing-home/055539
055551,SEQUOIA TRANSITIONAL CARE,350 NORTH VILLA STREET,PORTERVILLE,CA,93257,2026-01-15,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-09,1,Y,N,N,N,N,"350 NORTH VILLA STREET,PORTERVILLE,CA,93257",2026-03-01,81,Serious,https://www.medicare.gov/care-compare/details/nursing-home/055551
055559,BAY CREST CARE CENTER,3750 GARNET STREET,TORRANCE,CA,90503,2026-01-30,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has no plan of correction",,1,N,Y,N,N,N,"3750 GARNET STREET,TORRANCE,CA,90503",2026-03-01,66,Serious,https://www.medicare.gov/care-compare/details/nursing-home/055559
055612,FEATHER RIVER CARE CENTER,1 GILMORE LANE,OROVILLE,CA,95966,2026-01-29,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-13,1,N,Y,N,N,N,"1 GILMORE LANE,OROVILLE,CA,95966",2026-03-01,67,Serious,https://www.medicare.gov/care-compare/details/nursing-home/055612
055733,Valle Verde Health Facility,900 Calle De Los Amigos,Santa Barbara,CA,93105,2026-01-09,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-09,1,Y,N,N,N,N,"900 Calle De Los Amigos,Santa Barbara,CA,93105",2026-03-01,87,Minor,https://www.medicare.gov/care-compare/details/nursing-home/055733
055816,CHAPMAN CARE CENTER,12232 CHAPMAN AVE,GARDEN GROVE,CA,92840,2026-01-21,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-13,1,Y,N,N,N,N,"12232 CHAPMAN AVE,GARDEN GROVE,CA,92840",2026-03-01,75,Serious,https://www.medicare.gov/care-compare/details/nursing-home/055816
055894,BROADWAY BY THE SEA,2725 E. BROADWAY,LONG BEACH,CA,90803,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-02,1,Y,N,N,N,N,"2725 E. BROADWAY,LONG BEACH,CA,90803",2026-03-01,88,Minor,https://www.medicare.gov/care-compare/details/nursing-home/055894
056039,MIRAGE POST ACUTE,44445 15TH ST W,LANCASTER,CA,93534,2026-01-30,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,N,Y,N,N,N,"44445 15TH ST W,LANCASTER,CA,93534",2026-03-01,66,Minor,https://www.medicare.gov/care-compare/details/nursing-home/056039
056111,GRIFFITH PARK HEALTHCARE CENTER,201 ALLEN AVE.,GLENDALE,CA,91201,2026-01-29,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-19,1,N,Y,N,N,N,"201 ALLEN AVE.,GLENDALE,CA,91201",2026-03-01,67,Minor,https://www.medicare.gov/care-compare/details/nursing-home/056111
056113,ALEXANDRIA CARE CENTER,1515 N ALEXANDRIA AVE.,LOS ANGELES,CA,90027,2026-01-28,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-20,1,N,Y,N,N,N,"1515 N ALEXANDRIA AVE.,LOS ANGELES,CA,90027",2026-03-01,68,Minor,https://www.medicare.gov/care-compare/details/nursing-home/056113
056129,BURBANK HEALTHCARE & REHAB,1041 S. MAIN ST.,BURBANK,CA,91506,2026-01-31,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,J,"Deficient, Provider has plan of correction",2026-02-20,1,N,Y,N,N,N,"1041 S. MAIN ST.,BURBANK,CA,91506",2026-03-01,65,Critical,https://www.medicare.gov/care-compare/details/nursing-home/056129
056129,BURBANK HEALTHCARE & REHAB,1041 S. MAIN ST.,BURBANK,CA,91506,2026-01-14,Health,F,Infection Control Deficiencies,0881,Implement a program that monitors antibiotic use.,E,"Deficient, Provider has date of correction",2026-01-30,1,N,Y,N,N,N,"1041 S. MAIN ST.,BURBANK,CA,91506",2026-03-01,82,Serious,https://www.medicare.gov/care-compare/details/nursing-home/056129
056185,MENIFEE LAKES POST ACUTE,27600 ENCANTO DRIVE,SUN CITY,CA,92586,2026-01-07,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-08,1,N,Y,N,N,N,"27600 ENCANTO DRIVE,SUN CITY,CA,92586",2026-03-01,89,Minor,https://www.medicare.gov/care-compare/details/nursing-home/056185
056213,TAMPICO HEALTHCARE CENTER,130 TAMPICO STREET,WALNUT CREEK,CA,94598,2026-01-28,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,N,Y,N,N,N,"130 TAMPICO STREET,WALNUT CREEK,CA,94598",2026-03-01,68,Minor,https://www.medicare.gov/care-compare/details/nursing-home/056213
056218,BELL CONVALESCENT HOSPITAL,4900 E. FLORENCE AVE,BELL,CA,90201,2026-01-23,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-13,1,Y,N,N,N,N,"4900 E. FLORENCE AVE,BELL,CA,90201",2026-03-01,73,Minor,https://www.medicare.gov/care-compare/details/nursing-home/056218
056333,MOUNTAIN VIEW CONV HOSP,13333 FENTON AVENUE,SYLMAR,CA,91342,2026-01-06,Health,F,Infection Control Deficiencies,0881,Implement a program that monitors antibiotic use.,D,"Deficient, Provider has date of correction",2026-01-22,1,N,Y,N,N,N,"13333 FENTON AVENUE,SYLMAR,CA,91342",2026-03-01,90,Minor,https://www.medicare.gov/care-compare/details/nursing-home/056333
056353,Atterdag Care Center,636 Atterdag Road,Solvang,CA,93463,2026-01-09,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-10,1,Y,N,N,N,N,"636 Atterdag Road,Solvang,CA,93463",2026-03-01,87,Minor,https://www.medicare.gov/care-compare/details/nursing-home/056353
056365,Yucaipa Hills Post Acute,13542 2nd St.,Yucaipa,CA,92399,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-09,1,Y,N,N,N,N,"13542 2nd St.,Yucaipa,CA,92399",2026-03-01,88,Minor,https://www.medicare.gov/care-compare/details/nursing-home/056365
056485,ARLINGTON GARDENS CARE CENTER,3688 NYE AVENUE,RIVERSIDE,CA,92505,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-01-30,1,Y,N,N,N,N,"3688 NYE AVENUE,RIVERSIDE,CA,92505",2026-03-01,88,Serious,https://www.medicare.gov/care-compare/details/nursing-home/056485
065188,THE LODGE AT RED ROCKS,150 SPRING ST,MORRISON,CO,80465,2026-01-15,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has plan of correction",2026-02-06,1,N,Y,N,N,N,"150 SPRING ST,MORRISON,CO,80465",2026-03-01,81,Serious,https://www.medicare.gov/care-compare/details/nursing-home/065188
065272,SIERRA POST ACUTE,1432 DEPEW ST,LAKEWOOD,CO,80214,2026-01-29,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has plan of correction",2026-02-04,1,N,Y,N,N,N,"1432 DEPEW ST,LAKEWOOD,CO,80214",2026-03-01,67,Serious,https://www.medicare.gov/care-compare/details/nursing-home/065272
065378,RIVERDALE POST ACUTE,2311 E BRIDGE ST,BRIGHTON,CO,80601,2026-01-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has plan of correction",2026-02-20,1,N,Y,N,N,N,"2311 E BRIDGE ST,BRIGHTON,CO,80601",2026-03-01,74,Minor,https://www.medicare.gov/care-compare/details/nursing-home/065378
065394,BRUCE MCCANDLESS CO STATE VETERANS NURSING HOME,903 MOORE DR,FLORENCE,CO,81226,2026-01-29,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"903 MOORE DR,FLORENCE,CO,81226",2026-03-01,67,Minor,https://www.medicare.gov/care-compare/details/nursing-home/065394
105471,REHABILITATION CENTER OF ORLANDO,9311 S ORANGE BLOSSOM TRL,ORLANDO,FL,32837,2026-01-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has plan of correction",2026-02-22,1,N,Y,N,N,N,"9311 S ORANGE BLOSSOM TRL,ORLANDO,FL,32837",2026-03-01,74,Minor,https://www.medicare.gov/care-compare/details/nursing-home/105471
105491,Vivo Healthcare Gandy,4610 S MANHATTAN AVE,TAMPA,FL,33611,2026-01-30,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has plan of correction",2026-03-01,1,N,Y,N,N,N,"4610 S MANHATTAN AVE,TAMPA,FL,33611",2026-03-01,66,Serious,https://www.medicare.gov/care-compare/details/nursing-home/105491
105563,CENTRE POINTE HEALTH AND REHAB CENTER,2255 CENTERVILLE ROAD,TALLAHASSEE,FL,32308,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has plan of correction",2026-03-04,1,Y,N,N,N,N,"2255 CENTERVILLE ROAD,TALLAHASSEE,FL,32308",2026-03-01,88,Minor,https://www.medicare.gov/care-compare/details/nursing-home/105563
105855,RULEME CENTER,2810 RULEME ST,EUSTIS,FL,32726,2026-01-23,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has plan of correction",2026-02-23,1,Y,N,N,N,N,"2810 RULEME ST,EUSTIS,FL,32726",2026-03-01,73,Minor,https://www.medicare.gov/care-compare/details/nursing-home/105855
105870,LIFE CARE CENTER OF CITRUS COUNTY,3325 W JERWAYNE LN,LECANTO,FL,34461,2026-02-12,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"3325 W JERWAYNE LN,LECANTO,FL,34461",2026-03-01,53,Minor,https://www.medicare.gov/care-compare/details/nursing-home/105870
